"File","Name","Imports","Lines"
"src\presentation\components\ui\button.tsx","button.tsx","138","50"
"src\presentation\components\ui\card.tsx","card.tsx","158","71"
"src\shared\types\pricing.ts","pricing.ts","163","86"
"src\types\pricing.ts","pricing.ts","163","113"
"src\shared\utils\storage\storage.ts","storage.ts","166","1314"
"src\utils\storage.ts","storage.ts","166","1282"
"src\presentation\pages\Tenders\TenderPricing\types.ts","types.ts","201","144"
"src\presentation\components\tenders\TenderDetails\types.ts","types.ts","201","97"
"src\infrastructure\storage\core\types.ts","types.ts","201","236"
"src\application\services\projectAutoCreation\types.ts","types.ts","201","43"
"src\presentation\components\pricing\tender-pricing-process\types.ts","types.ts","201","130"
"src\application\services\projectBudget\types.ts","types.ts","201","114"
"src\api\types.ts","types.ts","201","279"
"src\repository\types.ts","types.ts","201","12"
"src\presentation\components\ui\utils.ts","utils.ts","233","1"
"src\App.tsx","App.tsx","337","45"
